Estadísticas globales:
Fracc. promedio de usuarios que esperaron tomar bicicleta: ,0.4134257017281213
Varianza de fracc. de usuarios que esperaron tomar bicicleta: ,1.3003548011764066E-4
Fracc. promedio de usuarios que esperaron dejar bicicleta: ,0.008560347534473689
Varianza de fracc. de usuarios que esperaron dejar bicicleta: ,1.4235010236006421E-5
Fracc. promedio de usuarios que esperaron: ,0.21422061758233554
Varianza de fracc. de usuarios que esperaron: ,4.332391517441331E-5
Fracc. promedio de usuarios que no esperaron: ,0.7857793824176644
Varianza de fracc. de usuarios que no esperaron: ,4.332391517441331E-5
Tiempo de espera promedio para tomar bicicleta: ,37.34776361686917
Varianza del tiempo para tomar bicicleta: ,2.307902394249595
Tiempo de espera promedio para dejar bicicleta: ,0.3966546602584898
Varianza del tiempo para dejar bicicleta: ,0.04715075321627804
Tiempo de espera promedio: ,19.166818015212556
Varianza del tiempo de espera: ,0.6374063880784888
Fracc. promedio de tiempo con estaciones vacías: ,0.4223455490901816
Varianza de la fracc. de tiempo con estaciones vacías: ,5.0675221085066946E-5
Fracc. promedio de tiempo con estaciones llenas: ,0.003950043254376014
Varianza de la fracc. de tiempo con estaciones llenas: ,1.8244577939966856E-6
Fracc. prom. de tiempo con estaciones llenas o vacías: ,0.4262955923445577
Varianza de la fracc. de tiempo con estaciones llenas o vacías: ,0.2470380406991519
