Usuarios que tomaron bicicleta: ,14.0,11.0,11.0,9.0,12.0,9.0,13.0,6.0,7.0,9.0,7.0,12.0,7.0,8.0,14.0
Usuarios que esperaron tomar bicicleta: ,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fracc. de usuarios que esperaron tomar bicicleta: ,0.0,0.09090909090909091,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiempo promedio de espera para tomar bicicleta: ,0.0,1.9808748051327556,0.0,0.0,16.232533734937935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiempo que estuvo vacía: ,0.0,125.66302285639478,0.0,4.195001313801924,230.6027921692593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.18845914902954
Usuarios que dejaron bicicleta: ,7.0,3.0,8.0,8.0,4.0,8.0,7.0,4.0,8.0,7.0,5.0,9.0,12.0,10.0,6.0
Usuarios que esperaron dejar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fracc. de usuarios que esperaron dejar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiempo promedio de espera para dejar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiempo que estuvo llena: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balance: ,-7.0,-8.0,-3.0,-1.0,-8.0,-1.0,-6.0,-2.0,1.0,-2.0,-2.0,-3.0,5.0,2.0,-8.0
